"site","human_influence_index","annual_temp","annual_prec","prec_seasonality","prec_driest_quarter","prec_warmest_quarter","mean_temp_diurnal_range","isothermality","temp_seasonality","temp_annual_range","annual_pet","aridity_index","climate_moisture","continentality","aurhely_annual_prec","aurhely_annual_temp","gsl","longitude","latitude"
"_00800000039301050691",18,82.0973588803665,1332.7016443883,11.4257507411806,290.260443396447,384.259544993534,76,296.133956449804,6235.98482362524,254.951929189871,729.214156067246,12.5372749667696,0.412391040367216,17.4681649655865,1557.76000213623,7.60999993694325,209,6.39287700132408,47.0489432136163
"_00800000039601050691",18,82.0973588803665,1332.7016443883,11.4257507411806,290.260443396447,384.259544993534,76,296.133956449804,6235.98482362524,254.951929189871,729.214156067246,12.5372749667696,0.412391040367216,17.4681649655865,1557.76000213623,7.60999993694325,209,6.39287700132408,47.0489432136163
"_00800000039701050691",18,82.0973588803665,1332.7016443883,11.4257507411806,290.260443396447,384.259544993534,76,296.133956449804,6235.98482362524,254.951929189871,729.214156067246,12.5372749667696,0.412391040367216,17.4681649655865,1557.76000213623,7.60999993694325,209,6.39287700132408,47.0489432136163
"_00800000039801050691",18,82.0973588803665,1332.7016443883,11.4257507411806,290.260443396447,384.259544993534,76,296.133956449804,6235.98482362524,254.951929189871,729.214156067246,12.5372749667696,0.412391040367216,17.4681649655865,1557.76000213623,7.60999993694325,209,6.39287700132408,47.0489432136163
"_00800000039901050691",22,86.4011742574085,1418.32313764158,8.7323861062783,318.468057347741,365.593040242226,76,296,6246.50936713831,255.584937632586,743.31746792135,14.6583174096076,0.387636638328759,17.5118166246873,1505.36000061035,8.27633339564006,221,6.33967850240432,47.0414829549532
"_00800000040101050691",22,86.4011742574085,1418.32313764158,8.7323861062783,318.468057347741,365.593040242226,76,296,6246.50936713831,255.584937632586,743.31746792135,14.6583174096076,0.387636638328759,17.5118166246873,1505.36000061035,8.27633339564006,221,6.33967850240432,47.0414829549532
"_00800000040201050691",22,86.4011742574085,1418.32313764158,8.7323861062783,318.468057347741,365.593040242226,76,296,6246.50936713831,255.584937632586,743.31746792135,14.6583174096076,0.387636638328759,17.5118166246873,1505.36000061035,8.27633339564006,221,6.33967850240432,47.0414829549532
"_00800000040301050691",22,86.4011742574085,1418.32313764158,8.7323861062783,318.468057347741,365.593040242226,76,296,6246.50936713831,255.584937632586,743.31746792135,14.6583174096076,0.387636638328759,17.5118166246873,1505.36000061035,8.27633339564006,221,6.33967850240432,47.0414829549532
"_00800000040701050691",22,86.4011742574085,1418.32313764158,8.7323861062783,318.468057347741,365.593040242226,76,296,6246.50936713831,255.584937632586,743.31746792135,14.6583174096076,0.387636638328759,17.5118166246873,1505.36000061035,8.27633339564006,221,6.33967850240432,47.0414829549532
"_00800000040901050691",22,86.4011742574085,1418.32313764158,8.7323861062783,318.468057347741,365.593040242226,76,296,6246.50936713831,255.584937632586,743.31746792135,14.6583174096076,0.387636638328759,17.5118166246873,1505.36000061035,8.27633339564006,221,6.33967850240432,47.0414829549532
"_00800000041101050691",22,86.4011742574085,1418.32313764158,8.7323861062783,318.468057347741,365.593040242226,76,296,6246.50936713831,255.584937632586,743.31746792135,14.6583174096076,0.387636638328759,17.5118166246873,1505.36000061035,8.27633339564006,221,6.33967850240432,47.0414829549532
"_00800000041201050691",22,86.4011742574085,1418.32313764158,8.7323861062783,318.468057347741,365.593040242226,76,296,6246.50936713831,255.584937632586,743.31746792135,14.6583174096076,0.387636638328759,17.5118166246873,1505.36000061035,8.27633339564006,221,6.33967850240432,47.0414829549532
"_00800000041401050691",22,86.4011742574085,1418.32313764158,8.7323861062783,318.468057347741,365.593040242226,76,296,6246.50936713831,255.584937632586,743.31746792135,14.6583174096076,0.387636638328759,17.5118166246873,1505.36000061035,8.27633339564006,221,6.33967850240432,47.0414829549532
"_00800000041601050691",22,86.4011742574085,1418.32313764158,8.7323861062783,318.468057347741,365.593040242226,76,296,6246.50936713831,255.584937632586,743.31746792135,14.6583174096076,0.387636638328759,17.5118166246873,1505.36000061035,8.27633339564006,221,6.33967850240432,47.0414829549532
"_00800000041801050691",22,86.4011742574085,1418.32313764158,8.7323861062783,318.468057347741,365.593040242226,76,296,6246.50936713831,255.584937632586,743.31746792135,14.6583174096076,0.387636638328759,17.5118166246873,1505.36000061035,8.27633339564006,221,6.33967850240432,47.0414829549532
"_00800000042201050691",22,100.156383911284,1265.75055649248,8.56749915518439,276.869414367009,315.669868645595,75.4325008448156,294,6274.97570246819,256.831276782257,797.177930335249,25.5866030379327,0.25836225376461,17.8832750511896,1702.32000732422,8.57033330599467,231,5.88800799364969,46.7293144583768
"_00800000042301050691",22,100.156383911284,1265.75055649248,8.56749915518439,276.869414367009,315.669868645595,75.4325008448156,294,6274.97570246819,256.831276782257,797.177930335249,25.5866030379327,0.25836225376461,17.8832750511896,1702.32000732422,8.57033330599467,231,5.88800799364969,46.7293144583768
"_00800000050701005998",10,89.5289169137286,1248.96445319743,10,270.743910445226,326.802463482991,75,295.409162095576,6251.27762685788,255,749.49975113177,16.6461009301162,0.36112846793676,17.5468236156155,1406.84000396729,8.05466661155224,220,6.54886896641899,47.2154830342244
"_00800000051501005998",20,88.4148604070345,1329.75810380549,10.6676969208232,286.590325391391,345.544929715225,75,295.62487287566,6245.3517328502,255,747.848445441074,16.1776617625031,0.364289277673955,17.500726556059,1406.84000396729,8.05466661155224,220,6.56445342336693,47.2510517094389
"_00800000051601005998",10,89.5289169137286,1248.96445319743,10,270.743910445226,326.802463482991,75,295.409162095576,6251.27762685788,255,749.49975113177,16.6461009301162,0.36112846793676,17.5468236156155,1406.84000396729,8.05466661155224,220,6.54886896641899,47.2154830342244
"_00800000363301264817",22.9065641611905,101.980033740615,1493.60310091646,8,336.479642851704,374.642085120351,76,294,6287.47425225056,258,805.927241346605,25.1707058093505,0.225589580970836,18.0469056715473,1699.12002563477,9.1496666431427,242,5.74848274618049,46.5615557256211
"_00800000466101570284",30,90.420233632446,1485.43474175395,17.6289954777233,276.37736139474,297.99895945089,77,295.790714972001,6300.55340398954,259.209285027999,762.227566997382,20.006620250568,0.348598726979385,17.9383144474595,1975.59997558594,6.81366662085056,198,5.9412445901747,46.5026989185342
"_00800000466301570284",16,76.3002921249879,1729.93662640679,9,392.733423799897,459.189286315013,77,297.677613113221,6261.60465347591,258,726.022539153149,13.9647533295401,0.437142377558065,17.6998835888186,1975.59997558594,6.81366662085056,198,5.96534821639133,46.4660326153967
"_00800000466401570284",16,76.3002921249879,1729.93662640679,9,392.733423799897,459.189286315013,77,297.677613113221,6261.60465347591,258,726.022539153149,13.9647533295401,0.437142377558065,17.6998835888186,1975.59997558594,6.81366662085056,198,5.96534821639133,46.4660326153967
"_00800000466501570284",16,76.3002921249879,1729.93662640679,9,392.733423799897,459.189286315013,77,297.677613113221,6261.60465347591,258,726.022539153149,13.9647533295401,0.437142377558065,17.6998835888186,1975.59997558594,6.81366662085056,198,5.96534821639133,46.4660326153967
"_00800000466601570284",16,76.3002921249879,1729.93662640679,9,392.733423799897,459.189286315013,77,297.677613113221,6261.60465347591,258,726.022539153149,13.9647533295401,0.437142377558065,17.6998835888186,1975.59997558594,6.81366662085056,198,5.96534821639133,46.4660326153967
"_00800000466701570284",16,76.3002921249879,1729.93662640679,9,392.733423799897,459.189286315013,77,297.677613113221,6261.60465347591,258,726.022539153149,13.9647533295401,0.437142377558065,17.6998835888186,1975.59997558594,6.81366662085056,198,5.96534821639133,46.4660326153967
"_00800000466801570284",16,76.3002921249879,1729.93662640679,9,392.733423799897,459.189286315013,77,297.677613113221,6261.60465347591,258,726.022539153149,13.9647533295401,0.437142377558065,17.6998835888186,1975.59997558594,6.81366662085056,198,5.96534821639133,46.4660326153967
"_00800000467001570284",15.9847891825323,82,1507.32108464185,11.8787643331895,324.758771708262,348.046981365727,76,297,6253.3376308865,257.208519744945,738.434111369577,16.9738423312868,0.402869620428588,17.7203303834376,1942.60001373291,7.14666663209597,204,5.90358865125372,46.5306933819246
"_00800000467401570284",20,69.1250291990222,1552.30242012154,9.85303120848933,345.059320914037,369.100882161022,77,298,6238.38135772556,257.003135064247,695.195145905854,22.2706694003079,0.498732868379288,17.4576448437362,1960.08000183105,5.61033333937327,186,6.10375542869544,46.6065377366754
"_00800000467701570284",20,69.1250291990222,1552.30242012154,9.85303120848933,345.059320914037,369.100882161022,77,298,6238.38135772556,257.003135064247,695.195145905854,22.2706694003079,0.498732868379288,17.4576448437362,1960.08000183105,5.61033333937327,186,6.10375542869544,46.6065377366754
"_00800000467801570284",20,69.1250291990222,1552.30242012154,9.85303120848933,345.059320914037,369.100882161022,77,298,6238.38135772556,257.003135064247,695.195145905854,22.2706694003079,0.498732868379288,17.4576448437362,1960.08000183105,5.61033333937327,186,6.10375542869544,46.6065377366754
"_00800000467901570284",20,69.1250291990222,1552.30242012154,9.85303120848933,345.059320914037,369.100882161022,77,298,6238.38135772556,257.003135064247,695.195145905854,22.2706694003079,0.498732868379288,17.4576448437362,1960.08000183105,5.61033333937327,186,6.10375542869544,46.6065377366754
"_00800000468001570284",25.7030139577987,78.740949188904,1784.70292922483,18.8804413594855,334.8364035238,362.904306068547,77,297,6252.50523061105,257.623101532648,730.319516946204,14.9430240605257,0.419879154847256,17.6261880754582,1937.07998657227,7.66566667755445,211,5.91518196660744,46.5033666037492
"_00800000468101570284",25.7030139577987,78.740949188904,1784.70292922483,18.8804413594855,334.8364035238,362.904306068547,77,297,6252.50523061105,257.623101532648,730.319516946204,14.9430240605257,0.419879154847256,17.6261880754582,1937.07998657227,7.66566667755445,211,5.91518196660744,46.5033666037492
"_00800000468201570284",30,81.7386358794224,1671.338711738,19.7640581970117,306.939318588039,333.180438258908,77,296.615094514068,6258.51027397203,258,737.313069866407,15.4211554243422,0.406101752355991,17.7489290678355,1937.07998657227,7.66566667755445,211,5.87418858016103,46.4683627913333
"_00800000468301570284",30,81.7386358794224,1671.338711738,19.7640581970117,306.939318588039,333.180438258908,77,296.615094514068,6258.51027397203,258,737.313069866407,15.4211554243422,0.406101752355991,17.7489290678355,1937.07998657227,7.66566667755445,211,5.87418858016103,46.4683627913333
"_00800000468401570284",16,76.3002921249879,1729.93662640679,9,392.733423799897,459.189286315013,77,297.677613113221,6261.60465347591,258,726.022539153149,13.9647533295401,0.437142377558065,17.6998835888186,1975.59997558594,6.81366662085056,198,5.96534821639133,46.4660326153967
"_00800000468501570284",16,76.3002921249879,1729.93662640679,9,392.733423799897,459.189286315013,77,297.677613113221,6261.60465347591,258,726.022539153149,13.9647533295401,0.437142377558065,17.6998835888186,1975.59997558594,6.81366662085056,198,5.96534821639133,46.4660326153967
"_00800000468801570284",18.803712529777,74.6987454284952,1573.6188770374,9.87096967925401,346.353325981177,442.126266259531,77,298,6258.17333054672,259,712.278822074769,13.0811143741319,0.459531567343927,17.5461531529927,1915.67999267578,7.36599997679393,206,5.79982981306465,46.2900030786637
"_00800000468901570284",18.803712529777,74.6987454284952,1573.6188770374,9.87096967925401,346.353325981177,442.126266259531,77,298,6258.17333054672,259,712.278822074769,13.0811143741319,0.459531567343927,17.5461531529927,1915.67999267578,7.36599997679393,206,5.79982981306465,46.2900030786637
"_00800000469001570284",22,65.0771957463483,1634.09973879858,10.6532229887457,354.115509452579,466.610150130628,77,298.916239746921,6238.93066911496,258.083760253079,687.268881763849,21.0543053250924,0.51221393378768,17.5240512455829,1915.67999267578,7.36599997679393,206,5.85175404546051,46.2887143576105
"_00800000469101570284",21.3147743301797,67.4154088019949,1582.45404623225,14.8605398203914,330.790407363691,355.105308007819,77,298.695776164658,6262.85700506277,259.304223835342,698.450435166548,16.6311177531864,0.491792455404196,17.5883514603653,2064.7200012207,5.55466675758362,183,6.01345840033177,46.3926841592362
"_00800000469201570284",21.3147743301797,67.4154088019949,1582.45404623225,14.8605398203914,330.790407363691,355.105308007819,77,298.695776164658,6262.85700506277,259.304223835342,698.450435166548,16.6311177531864,0.491792455404196,17.5883514603653,2064.7200012207,5.55466675758362,183,6.01345840033177,46.3926841592362
"_00800000469501570284",18,70.5429234995685,1894.90606283645,9.57936159834142,416.450819348994,452.707641636762,76,297.828329978386,6218.31027075786,256.248968380045,699.847323246689,21.1408437707863,0.485897291659083,17.4656840228105,1895.68000030518,6.42999993562698,195,6.01186815484604,46.5999803900076
"_00800000469701570284",30,79.9502235721472,1421.48782607433,9.18696432684688,314.258223980709,380.557219327152,76,296.94821626011,6245.08790173554,256.779687966451,726.257988589116,19.0208302751402,0.426080226851293,17.5410901414793,1614.80001068115,6.86933333625396,201,6.1942343437618,46.8113138371895
"_00800000471201570284",18,89.9517639059249,1656.68813634028,17.9248235154022,344.665298987439,381.177974468078,74,295,6174.43749899604,250,759.428431341444,19.838002643581,0.299748004919849,17.3522279770804,1808.99998474121,8.49399989446004,220,6.6182387965441,47.8531078104848
"_00800000471301570284",22,92.1599341164716,1476.1738158055,16.0243762908868,312.329413495018,348.839929020211,74,295.014686597049,6188.3626136856,250,772.852944244349,20.7635036218932,0.253660628387137,17.4374194784678,1868.24000549316,8.90099986394246,226,6.64742286543113,47.8882411727402
"_00800000471401570284",22,92.1599341164716,1476.1738158055,16.0243762908868,312.329413495018,348.839929020211,74,295.014686597049,6188.3626136856,250,772.852944244349,20.7635036218932,0.253660628387137,17.4374194784678,1868.24000549316,8.90099986394246,226,6.64742286543113,47.8882411727402
"_00800000471501570284",16.2665989584036,100.411215935085,1446.74424825019,14,301.418709384461,349.08179868189,73,293,6205.34693001582,250.663089297429,806.613602339685,25.5381830848168,0.208257210232475,17.4998635398077,1378.12000274658,8.94866655667623,234,6.49505542963283,47.8118005392526
"_00800000471601570284",22,92.1599341164716,1476.1738158055,16.0243762908868,312.329413495018,348.839929020211,74,295.014686597049,6188.3626136856,250,772.852944244349,20.7635036218932,0.253660628387137,17.4374194784678,1868.24000549316,8.90099986394246,226,6.64742286543113,47.8882411727402
"_00800000471801570284",18,83.6306317164304,1745.90487433785,18,364.640402363698,396.909910434378,74,295.923254245466,6158.55701287102,249.760462983021,729.762732119221,12.8107809095856,0.353675128747143,17.2575695090114,1808.99998474121,8.49399989446004,220,6.67291016995812,47.869426918117
"_00800000471901570284",18,83.6306317164304,1745.90487433785,18,364.640402363698,396.909910434378,74,295.923254245466,6158.55701287102,249.760462983021,729.762732119221,12.8107809095856,0.353675128747143,17.2575695090114,1808.99998474121,8.49399989446004,220,6.67291016995812,47.869426918117
"_00800000472001570284",18,83.6306317164304,1745.90487433785,18,364.640402363698,396.909910434378,74,295.923254245466,6158.55701287102,249.760462983021,729.762732119221,12.8107809095856,0.353675128747143,17.2575695090114,1808.99998474121,8.49399989446004,220,6.67291016995812,47.869426918117
"_00800000472101570284",18,83.6306317164304,1745.90487433785,18,364.640402363698,396.909910434378,74,295.923254245466,6158.55701287102,249.760462983021,729.762732119221,12.8107809095856,0.353675128747143,17.2575695090114,1808.99998474121,8.49399989446004,220,6.67291016995812,47.869426918117
"_00800000472201570284",18,83.6306317164304,1745.90487433785,18,364.640402363698,396.909910434378,74,295.923254245466,6158.55701287102,249.760462983021,729.762732119221,12.8107809095856,0.353675128747143,17.2575695090114,1808.99998474121,8.49399989446004,220,6.67291016995812,47.869426918117
"_00800000473001570284",18,89.9517639059249,1656.68813634028,17.9248235154022,344.665298987439,381.177974468078,74,295,6174.43749899604,250,759.428431341444,19.838002643581,0.299748004919849,17.3522279770804,1808.99998474121,8.49399989446004,220,6.6182387965441,47.8531078104848
"_00800000473101570284",18,89.9517639059249,1656.68813634028,17.9248235154022,344.665298987439,381.177974468078,74,295,6174.43749899604,250,759.428431341444,19.838002643581,0.299748004919849,17.3522279770804,1808.99998474121,8.49399989446004,220,6.6182387965441,47.8531078104848
"_00800000473201570284",18,83.6306317164304,1745.90487433785,18,364.640402363698,396.909910434378,74,295.923254245466,6158.55701287102,249.760462983021,729.762732119221,12.8107809095856,0.353675128747143,17.2575695090114,1808.99998474121,8.49399989446004,220,6.67291016995812,47.869426918117
"_00800000473301570284",22,92.1599341164716,1476.1738158055,16.0243762908868,312.329413495018,348.839929020211,74,295.014686597049,6188.3626136856,250,772.852944244349,20.7635036218932,0.253660628387137,17.4374194784678,1868.24000549316,8.90099986394246,226,6.64742286543113,47.8882411727402
"_00800000473401570284",22,92.1599341164716,1476.1738158055,16.0243762908868,312.329413495018,348.839929020211,74,295.014686597049,6188.3626136856,250,772.852944244349,20.7635036218932,0.253660628387137,17.4374194784678,1868.24000549316,8.90099986394246,226,6.64742286543113,47.8882411727402
"_00800000473501570284",22,92.1599341164716,1476.1738158055,16.0243762908868,312.329413495018,348.839929020211,74,295.014686597049,6188.3626136856,250,772.852944244349,20.7635036218932,0.253660628387137,17.4374194784678,1868.24000549316,8.90099986394246,226,6.64742286543113,47.8882411727402
"_00800000473601570284",22,90.427874049469,1422.10190881795,21.2957224843853,277.659186914551,298.270335076615,74,295,6169.75138596004,249.76050170151,763.403255342677,21.0735220030527,0.281832500018526,17.417332211794,1815.92000579834,8.73566653728485,226,6.58119688755366,47.899290415929
"_00800000473701570284",18,83.6306317164304,1745.90487433785,18,364.640402363698,396.909910434378,74,295.923254245466,6158.55701287102,249.760462983021,729.762732119221,12.8107809095856,0.353675128747143,17.2575695090114,1808.99998474121,8.49399989446004,220,6.67291016995812,47.869426918117
"_00800000473901570284",18,83.6306317164304,1745.90487433785,18,364.640402363698,396.909910434378,74,295.923254245466,6158.55701287102,249.760462983021,729.762732119221,12.8107809095856,0.353675128747143,17.2575695090114,1808.99998474121,8.49399989446004,220,6.67291016995812,47.869426918117
"_00800000474001570284",18,83.6306317164304,1745.90487433785,18,364.640402363698,396.909910434378,74,295.923254245466,6158.55701287102,249.760462983021,729.762732119221,12.8107809095856,0.353675128747143,17.2575695090114,1808.99998474121,8.49399989446004,220,6.67291016995812,47.869426918117
"_00800000474101570284",18,83.6306317164304,1745.90487433785,18,364.640402363698,396.909910434378,74,295.923254245466,6158.55701287102,249.760462983021,729.762732119221,12.8107809095856,0.353675128747143,17.2575695090114,1808.99998474121,8.49399989446004,220,6.67291016995812,47.869426918117
"_00800000474201570284",18,105.113055586194,1488.04101908943,9.53711150338838,328.672598328622,374.059098057588,76,294.212359119538,6279.93502006851,258,816.599463495864,28.2027563720106,0.179147681324982,18.1195230128394,1466.20001220703,9.42366669178009,244,5.4923349285779,46.3872405224435
"_00800000474501570284",18,99.2537873422726,1581.57525188624,13.4739523161741,330.868029459118,371.349491149656,76,295,6273.97744482209,258,801.615237352232,26.5639605243045,0.224132079630449,18.0426057419752,1473.15999603271,9.52800005276998,248,5.51585981575714,46.3326685477241
"_00800000474701570284",18,99.2537873422726,1581.57525188624,13.4739523161741,330.868029459118,371.349491149656,76,295,6273.97744482209,258,801.615237352232,26.5639605243045,0.224132079630449,18.0426057419752,1473.15999603271,9.52800005276998,248,5.51585981575714,46.3326685477241
"_00800000475101570284",22,104.124015181036,1528.10674894905,10,332.845542643586,390.597384000289,76,294.286579466676,6297.56518028535,258.713420533324,818.216959435912,28.1288242279466,0.183885521503822,18.1194867787146,1503.59999084473,9.40233340263367,244,5.5699460101721,46.3765089182521
"_00800000475201570284",22,112.803328857861,1222.58312114464,11.0458179483616,267.341920426566,303.103493099299,76,293.4484978181,6339.1283832073,260,848.438542353863,33.7849152070926,0.0971333333165604,18.2521209071321,1488.91999816895,9.71533352533976,250,5.55357743224841,46.3048012571292
"_00800000475301570284",22,112.803328857861,1222.58312114464,11.0458179483616,267.341920426566,303.103493099299,76,293.4484978181,6339.1283832073,260,848.438542353863,33.7849152070926,0.0971333333165604,18.2521209071321,1488.91999816895,9.71533352533976,250,5.55357743224841,46.3048012571292
"_00800000475401570284",18.0494221583896,103.046831246531,1503.40107970855,9,334.709840934369,382.04705493885,76,294,6282.34460517793,258,807.399559087556,25.8994556045909,0.214382603495057,18.0654126801086,1602.31999206543,9.55000003973643,248,5.61369106447086,46.4746196828953
"_00800000475701570284",18.0494221583896,103.046831246531,1503.40107970855,9,334.709840934369,382.04705493885,76,294,6282.34460517793,258,807.399559087556,25.8994556045909,0.214382603495057,18.0654126801086,1602.31999206543,9.55000003973643,248,5.61369106447086,46.4746196828953
"_00800000475801570284",26,108.699758583503,1132.28818306127,12.4881310357194,239.236077288338,264.741384256637,76,293,6301.22516657638,258,830.496893568578,30.9061020710634,0.14618445045537,18.1236760061657,1602.31999206543,9.55000003973643,248,5.62845241074082,46.5103190413335
"_00800000476001570284",18,105.113055586194,1488.04101908943,9.53711150338838,328.672598328622,374.059098057588,76,294.212359119538,6279.93502006851,258,816.599463495864,28.2027563720106,0.179147681324982,18.1195230128394,1466.20001220703,9.42366669178009,244,5.4923349285779,46.3872405224435
"_00800000476101570284",26,99.0670970986377,1587.51861761465,11.1173662040261,347.664555684379,388.715481772588,76,295,6262.21207196953,257.318373743807,796.558190103588,24.6942292574166,0.234735533557494,17.9823018260201,1466.20001220703,9.42366669178009,244,5.50534102228718,46.3869556096749
"_00800000476401570284",18,102.866593114166,1270.22606324692,16.7577418346667,260.160994638139,289.161787971565,76,294.455868829851,6299.09423398871,258.889562053648,810.778060929235,26.6838837733023,0.208619949447458,18.1245770156863,1589.47998046875,9.10600001017253,238,5.64970857170339,46.4107224565872
"_00800000476501570284",20,69.1250291990222,1552.30242012154,9.85303120848933,345.059320914037,369.100882161022,77,298,6238.38135772556,257.003135064247,695.195145905854,22.2706694003079,0.498732868379288,17.4576448437362,1960.08000183105,5.61033333937327,186,6.10375542869544,46.6065377366754
"_00800000476601570284",20,69.1250291990222,1552.30242012154,9.85303120848933,345.059320914037,369.100882161022,77,298,6238.38135772556,257.003135064247,695.195145905854,22.2706694003079,0.498732868379288,17.4576448437362,1960.08000183105,5.61033333937327,186,6.10375542869544,46.6065377366754
"_00800000476701570284",20,69.1250291990222,1552.30242012154,9.85303120848933,345.059320914037,369.100882161022,77,298,6238.38135772556,257.003135064247,695.195145905854,22.2706694003079,0.498732868379288,17.4576448437362,1960.08000183105,5.61033333937327,186,6.10375542869544,46.6065377366754
"_00800000477101570284",20,69.1250291990222,1552.30242012154,9.85303120848933,345.059320914037,369.100882161022,77,298,6238.38135772556,257.003135064247,695.195145905854,22.2706694003079,0.498732868379288,17.4576448437362,1960.08000183105,5.61033333937327,186,6.10375542869544,46.6065377366754
"_00800000477401570284",27.2054631132741,115.691267453154,1068.21718175319,9,233.190525839059,270.887539424523,74,291,6275.07759775537,255,852.039943238925,33.1519585718465,0.100000001490116,17.9814527842199,1196.8399887085,10.660999917984,265,5.82353458343347,47.0012036879544
"_00800000477501570284",22,109.782516741621,1296.09394485041,9,283.966204597823,320.710666547462,74,292,6252.48304975808,254,829.524339122918,27.0094144691259,0.18233585857414,17.7927882680318,1178.91999816895,10.2506667613983,261,5.89314976451544,47.0715536015406
"_00800000477601570284",25.3329800058457,114.324259387184,1063.071754849,11.982161558281,226.063484107164,249.720217748231,74,291.017838441719,6263.35698572193,254,845.328899567445,30.6486236496543,0.1310392320826,17.7485153704281,1170.51998138428,10.1580000400543,259,5.88142313206855,47.0988740811901
"_00800000477801570284",27.2054631132741,115.691267453154,1068.21718175319,9,233.190525839059,270.887539424523,74,291,6275.07759775537,255,852.039943238925,33.1519585718465,0.100000001490116,17.9814527842199,1196.8399887085,10.660999917984,265,5.82353458343347,47.0012036879544
"_00800000477901570284",27.2054631132741,115.691267453154,1068.21718175319,9,233.190525839059,270.887539424523,74,291,6275.07759775537,255,852.039943238925,33.1519585718465,0.100000001490116,17.9814527842199,1196.8399887085,10.660999917984,265,5.82353458343347,47.0012036879544
"_00800000480501570284",38.4833968829828,80.3926845031122,1283.44767974571,9.64418935150711,284.014111717573,319.786337031118,76.3995778956287,297.600422104371,6273.35939762894,257.148382177964,706.168535730479,17.6933503649674,0.435434566974854,17.4319974761042,1545.90908050537,6.99090912640095,201,6.68419304946813,47.0670526342029
